BN-2011-4718947,2011-09-01,336,728,3
BN-2011-6588034,2011-09-01,337,542,2
AZ-2011-1229073,2011-09-02,338,400,4
AZ-2011-2787690,2011-09-02,339,335,2
AZ-2011-5608865,2011-09-02,340,8,3
AZ-2011-9995644,2011-09-03,341,731,2
BN-2011-7176889,2011-09-03,9,839,2
AZ-2011-734782,2011-09-05,230,230,2
AZ-2011-1331897,2011-09-06,280,596,2
AZ-2011-5265175,2011-09-06,173,886,2
AZ-2011-897579,2011-09-06,342,142,2
BN-2011-4861178,2011-09-06,80,698,2
AZ-2011-9146320,2011-09-07,4,772,4
AZ-2011-1445249,2011-09-08,74,64,4
AZ-2011-5313166,2011-09-08,343,796,1
AZ-2011-5437243,2011-09-08,344,506,3
AZ-2011-8408139,2011-09-08,278,227,2
AZ-2011-3755505,2011-09-09,345,5,2
AZ-2011-5721905,2011-09-09,346,607,2
AZ-2011-1137571,2011-09-10,271,440,1
AZ-2011-1868249,2011-09-12,347,817,2
BN-2011-2505496,2011-09-12,348,546,1
BN-2011-3405497,2011-09-12,326,690,3
AZ-2011-4951642,2011-09-13,291,557,4
AZ-2011-9883921,2011-09-13,28,435,2
AZ-2011-1279238,2011-09-14,298,31,2
AZ-2011-1484679,2011-09-14,138,881,1
AZ-2011-257509,2011-09-14,349,56,2
AZ-2011-7694862,2011-09-14,159,536,2
AZ-2011-8227978,2011-09-14,322,935,2
AZ-2011-8465032,2011-09-14,350,984,4
BN-2011-2762940,2011-09-14,351,154,2
AZ-2011-1087704,2011-09-15,352,403,2
AZ-2011-578089,2011-09-15,353,807,2
AZ-2011-6765105,2011-09-15,354,825,2
BN-2011-4029264,2011-09-15,224,541,2
BN-2011-6498909,2011-09-15,355,924,2
BN-2011-801002,2011-09-15,288,546,4
AZ-2011-259939,2011-09-16,356,468,2
AZ-2011-3810756,2011-09-16,357,459,2
AZ-2011-5376119,2011-09-16,358,982,2
AZ-2011-9164512,2011-09-16,359,698,1
AZ-2011-4818219,2011-09-17,360,471,2
AZ-2011-7534020,2011-09-17,58,598,2
AZ-2011-839331,2011-09-18,361,886,2
AZ-2011-176674,2011-09-19,362,237,3
AZ-2011-3004709,2011-09-19,223,293,2
AZ-2011-3127133,2011-09-19,12,815,2
AZ-2011-7159051,2011-09-19,39,524,2
AZ-2011-9992253,2011-09-19,170,858,2
BN-2011-1950255,2011-09-19,363,988,2
AZ-2011-2202582,2011-09-20,364,178,1
AZ-2011-2459767,2011-09-20,365,643,2
AZ-2011-2523831,2011-09-20,366,521,1
AZ-2011-3828424,2011-09-20,11,917,2
AZ-2011-5113507,2011-09-20,367,467,1
AZ-2011-5492852,2011-09-20,368,943,3
AZ-2011-7643452,2011-09-20,369,877,4
AZ-2011-3640757,2011-09-21,175,652,3
BN-2011-3102464,2011-09-21,100,352,1
AZ-2011-2669941,2011-09-22,103,986,2
AZ-2011-2859436,2011-09-22,370,421,2
AZ-2011-3958316,2011-09-22,371,472,2
AZ-2011-666847,2011-09-22,262,234,2
AZ-2011-8078797,2011-09-22,372,562,4
AZ-2011-1776203,2011-09-23,180,58,1
AZ-2011-5170408,2011-09-23,373,498,1
AZ-2011-9137114,2011-09-23,374,532,2
BN-2011-5999704,2011-09-23,375,839,2
BN-2011-8011625,2011-09-23,376,426,3
AZ-2011-3081666,2011-09-24,228,405,3
AZ-2011-5981422,2011-09-24,377,856,3
AZ-2011-8385833,2011-09-26,378,303,2
AZ-2011-9846690,2011-09-26,132,478,2
BN-2011-7685910,2011-09-26,379,442,2
BN-2011-9556882,2011-09-26,380,301,2
AZ-2011-2571428,2011-09-27,257,426,2
AZ-2011-3101381,2011-09-27,3,638,2
AZ-2011-3149617,2011-09-27,29,138,3
AZ-2011-7123116,2011-09-27,381,921,2
AZ-2011-8378099,2011-09-27,382,934,2
BN-2011-188092,2011-09-27,227,656,2
BN-2011-2579878,2011-09-27,349,125,2
AZ-2011-3982438,2011-09-28,368,135,2
AZ-2011-3998709,2011-09-28,383,895,2
AZ-2011-4234441,2011-09-28,384,4,1
AZ-2011-5023465,2011-09-28,207,825,1
AZ-2011-6026153,2011-09-28,385,661,2
AZ-2011-7671743,2011-09-28,386,472,1
AZ-2011-3858939,2011-09-29,60,175,2
AZ-2011-5582578,2011-09-29,387,748,2
AZ-2011-9451747,2011-09-29,225,478,2
AZ-2011-2445910,2011-09-30,204,550,2
AZ-2011-5942639,2011-09-30,233,521,4
AZ-2011-6274862,2011-09-30,167,451,3
AZ-2011-7921819,2011-09-30,7,297,2
BN-2011-5132700,2011-10-03,246,636,2
AZ-2011-2730322,2011-10-04,388,222,2
AZ-2011-3999419,2011-10-06,389,426,2
AZ-2011-8864835,2011-10-07,24,963,3
AZ-2011-3706904,2011-10-08,390,433,2
BN-2011-1778575,2011-10-08,5,835,1
AZ-2011-3120181,2011-10-10,391,510,2
AZ-2011-8069544,2011-10-10,165,6,3
AZ-2011-8232296,2011-10-10,392,514,3
AZ-2011-1735855,2011-10-11,393,976,2
AZ-2011-5060005,2011-10-11,344,448,3
AZ-2011-9710351,2011-10-11,286,283,4
AZ-2011-9620626,2011-10-12,316,807,4
BN-2011-1490837,2011-10-12,394,527,2
AZ-2011-8967076,2011-10-13,395,433,4
BN-2011-7314925,2011-10-13,396,717,4
AZ-2011-1890132,2011-10-14,356,402,3
AZ-2011-269617,2011-10-14,157,462,2
AZ-2011-1475254,2011-10-17,379,763,1
AZ-2011-1114253,2011-10-18,397,433,1
AZ-2011-479838,2011-10-19,398,984,2
BN-2011-2093591,2011-10-19,399,692,2
AZ-2011-2320734,2011-10-20,101,250,2
AZ-2011-7589945,2011-10-20,400,8,2
BN-2011-5624168,2011-10-20,398,426,2
AZ-2011-9162974,2011-10-21,401,38,2
AZ-2011-2001312,2011-10-22,402,946,2
AZ-2011-8519360,2011-10-22,403,149,2
AZ-2011-3586083,2011-10-24,352,380,1
BN-2011-303096,2011-10-24,404,590,2
AZ-2011-9917214,2011-10-25,45,94,1
BN-2011-1885034,2011-10-25,405,50,1
AZ-2011-504913,2011-10-26,353,369,2
AZ-2011-4763989,2011-10-27,93,992,2
BN-2011-8153992,2011-10-28,406,426,2
AZ-2011-1754604,2011-10-31,407,426,2
AZ-2011-2141552,2011-10-31,408,584,3
BN-2011-1815779,2011-10-31,409,847,1
AZ-2011-5511380,2011-11-01,366,532,2
AZ-2011-8878816,2011-11-01,235,646,2
AZ-2011-9632713,2011-11-01,410,281,2
BN-2011-4260093,2011-11-01,225,539,2
BN-2011-7628560,2011-11-01,411,956,1
AZ-2011-1445262,2011-11-02,133,426,2
AZ-2011-3234061,2011-11-02,412,913,1
AZ-2011-6106265,2011-11-02,55,648,2
AZ-2011-7934727,2011-11-02,25,433,2
AZ-2011-8893613,2011-11-02,413,422,2
BN-2011-3508590,2011-11-02,238,535,2
AZ-2011-3004753,2011-11-03,308,222,2
AZ-2011-3981757,2011-11-03,414,503,3
AZ-2011-7479897,2011-11-03,299,433,2
AZ-2011-8257474,2011-11-03,328,584,1
AZ-2011-8427293,2011-11-03,415,815,1
AZ-2011-8898585,2011-11-03,410,103,1
AZ-2011-9028844,2011-11-03,347,362,2
BN-2011-5239456,2011-11-03,113,540,2
AZ-2011-211681,2011-11-04,323,983,2
