BN-2011-7883641285863104,BN-2011-7883641,28,586,3,104,0,41,3,4,TRUE
BN-2011-7883641285863825,BN-2011-7883641,28,586,3,825,0,54,8,5,TRUE
BN-2011-78836412858631492,BN-2011-7883641,28,586,3,1492,0,55,3,3,FALSE
AZ-2011-420573629503285,AZ-2011-4205736,29,503,2,85,0,20,4,1,TRUE
AZ-2011-4205736295032438,AZ-2011-4205736,29,503,2,438,0,133,4,10,FALSE
AZ-2011-50101093020621643,AZ-2011-5010109,30,206,2,1643,0,178,59,7,TRUE
AZ-2011-2018913180721613,AZ-2011-201891,31,807,2,1613,0,32,10,3,FALSE
AZ-2011-57086553273125,AZ-2011-5708655,32,731,2,5,0,13,5,1,FALSE
AZ-2011-5708655327312166,AZ-2011-5708655,32,731,2,166,0,52,20,4,TRUE
AZ-2011-57086553273121162,AZ-2011-5708655,32,731,2,1162,0,88,18,3,TRUE
BN-2011-6722454337402881,BN-2011-6722454,33,740,2,881,0.5,570,-217,3,TRUE
BN-2011-4868543437021371,BN-2011-486854,34,370,2,1371,0.1,28,-1,1,TRUE
AZ-2011-282568435489220,AZ-2011-2825684,35,489,2,20,0,21,11,3,FALSE
AZ-2011-2825684354892181,AZ-2011-2825684,35,489,2,181,0,12,4,2,TRUE
AZ-2011-4945813659321533,AZ-2011-494581,36,593,2,1533,0,78,20,3,TRUE
AZ-2011-4614904378243305,AZ-2011-4614904,37,824,3,305,0,44,8,2,TRUE
AZ-2011-4696725389233465,AZ-2011-4696725,38,923,3,465,0.1,162,43,2,TRUE
AZ-2011-498768139758148,AZ-2011-4987681,39,758,1,48,0,38,18,1,TRUE
AZ-2011-4987681397581477,AZ-2011-4987681,39,758,1,477,0.1,587,104,1,TRUE
AZ-2011-70437184078311013,AZ-2011-7043718,40,783,1,1013,0,729,241,2,FALSE
AZ-2011-70437184078311445,AZ-2011-7043718,40,783,1,1445,0.2,266,23,4,TRUE
AZ-2011-7043718407831254,AZ-2011-7043718,40,783,1,254,0,57,1,1,TRUE
AZ-2011-70437184078311533,AZ-2011-7043718,40,783,1,1533,0,116,13,4,FALSE
AZ-2011-8384674153431806,AZ-2011-838467,41,534,3,1806,0.5,13,-8,1,FALSE
AZ-2011-838467415343955,AZ-2011-838467,41,534,3,955,0.5,86,0,1,TRUE
AZ-2011-8384674153431197,AZ-2011-838467,41,534,3,1197,0.5,584,-59,8,TRUE
BN-2011-2468159425021492,BN-2011-2468159,42,50,2,1492,0.5,46,-41,5,FALSE
BN-2011-2468159425021155,BN-2011-2468159,42,50,2,1155,0.5,44,-8,2,FALSE
BN-2011-246815942502860,BN-2011-2468159,42,50,2,860,0.7,550,-236,6,FALSE
BN-2011-2468159425021096,BN-2011-2468159,42,50,2,1096,0.7,89,-76,3,TRUE
BN-2011-9336144434254708,BN-2011-9336144,43,425,4,708,0.1,248,8,2,FALSE
BN-2011-9336144434254360,BN-2011-9336144,43,425,4,360,0,379,140,1,FALSE
BN-2011-7087921448371310,BN-2011-7087921,44,837,1,310,0.5,91,-62,6,FALSE
AZ-2011-6835828238521754,AZ-2011-6835828,2,385,2,1754,0.1,149,15,3,TRUE
AZ-2011-23970354530521646,AZ-2011-2397035,45,305,2,1646,0,112,4,4,FALSE
AZ-2011-2397035453052161,AZ-2011-2397035,45,305,2,161,0,50,6,4,TRUE
AZ-2011-23970354530521105,AZ-2011-2397035,45,305,2,1105,0.2,208,12,2,TRUE
AZ-2011-94214354637521252,AZ-2011-9421435,46,375,2,1252,0,31,11,3,TRUE
AZ-2011-29564564766621697,AZ-2011-2956456,47,666,2,1697,0,110,22,6,FALSE
AZ-2011-2606042484354288,AZ-2011-2606042,48,435,4,288,0,133,5,5,TRUE
AZ-2011-2606042484354434,AZ-2011-2606042,48,435,4,434,0,80,21,7,TRUE
AZ-2011-519584649706281,AZ-2011-5195846,49,706,2,81,0.2,267,90,3,TRUE
AZ-2011-5195846497062767,AZ-2011-5195846,49,706,2,767,0.5,55,-19,4,FALSE
AZ-2011-51958464970621384,AZ-2011-5195846,49,706,2,1384,0.5,91,-2,3,TRUE
AZ-2011-91073045078321004,AZ-2011-9107304,50,783,2,1004,0,368,15,3,TRUE
AZ-2011-9107304507832294,AZ-2011-9107304,50,783,2,294,0,93,24,2,FALSE
AZ-2011-9107304507832430,AZ-2011-9107304,50,783,2,430,0,85,18,3,FALSE
AZ-2011-91073045078321708,AZ-2011-9107304,50,783,2,1708,0,48,5,3,FALSE
AZ-2011-91073045078321604,AZ-2011-9107304,50,783,2,1604,0.1,60,-3,4,FALSE
AZ-2011-5676694518022510,AZ-2011-5676694,51,802,2,510,0,822,353,2,FALSE
AZ-2011-5676694518022303,AZ-2011-5676694,51,802,2,303,0,19,4,1,FALSE
AZ-2011-72551475284021559,AZ-2011-7255147,52,840,2,1559,0,780,117,2,FALSE
AZ-2011-7255147528402255,AZ-2011-7255147,52,840,2,255,0,19,8,1,FALSE
AZ-2011-8191105338021111,AZ-2011-819110,53,380,2,1111,0,50,24,4,TRUE
AZ-2011-8191105338021361,AZ-2011-819110,53,380,2,1361,0.2,206,27,2,FALSE
BN-2011-3032749544484160,BN-2011-3032749,54,448,4,160,0.5,26,-14,5,TRUE
BN-2011-30327495444841732,BN-2011-3032749,54,448,4,1732,0.6,215,-220,4,TRUE
AZ-2011-6048331558191259,AZ-2011-6048331,55,819,1,259,0,26,1,1,FALSE
AZ-2011-6048331558191569,AZ-2011-6048331,55,819,1,569,0.1,9,2,1,FALSE
BN-2011-408191567582895,BN-2011-408191,56,758,2,895,0.2,728,-82,2,TRUE
BN-2011-4081915675821392,BN-2011-408191,56,758,2,1392,0,127,19,3,TRUE
BN-2011-4938735770921548,BN-2011-493873,57,709,2,1548,0.5,875,-577,4,FALSE
BN-2011-493873577092204,BN-2011-493873,57,709,2,204,0.7,273,-500,3,TRUE
BN-2011-3074775829011429,BN-2011-307477,58,290,1,1429,0.1,4544,1868,11,FALSE
BN-2011-307477582901937,BN-2011-307477,58,290,1,937,0.1,277,0,1,TRUE
BN-2011-3074775829011637,BN-2011-307477,58,290,1,1637,0,90,32,6,FALSE
BN-2011-3074775829011209,BN-2011-307477,58,290,1,1209,0.2,284,43,2,FALSE
AZ-2011-2939440594711109,AZ-2011-2939440,59,471,1,109,0,55,8,5,TRUE
AZ-2011-29394405947111311,AZ-2011-2939440,59,471,1,1311,0,62,23,7,FALSE
AZ-2011-81222144112321315,AZ-2011-8122214,41,123,2,1315,0,35,14,3,FALSE
AZ-2011-9155070602342181,AZ-2011-9155070,60,234,2,181,0,24,8,4,FALSE
AZ-2011-91550706023421339,AZ-2011-9155070,60,234,2,1339,0.2,129,-2,3,FALSE
AZ-2011-2270958616222211,AZ-2011-2270958,61,622,2,211,0.5,1003,-943,4,TRUE
AZ-2011-2270958616222278,AZ-2011-2270958,61,622,2,278,0,164,78,3,FALSE
AZ-2011-22709586162221628,AZ-2011-2270958,61,622,2,1628,0.4,29,-13,1,TRUE
AZ-2011-22709586162221319,AZ-2011-2270958,61,622,2,1319,0.4,30,-5,1,TRUE
BN-2011-5550996284721717,BN-2011-555099,62,847,2,1717,0,21,6,2,FALSE
BN-2011-5550996284721588,BN-2011-555099,62,847,2,1588,0,32,8,3,TRUE
AZ-2011-61869216323411783,AZ-2011-6186921,63,234,1,1783,0,10,2,2,TRUE
AZ-2011-809135764658273,AZ-2011-8091357,64,658,2,73,0,103,30,2,FALSE
AZ-2011-80913576465828,AZ-2011-8091357,64,658,2,8,0,41,12,3,FALSE
AZ-2011-8091357646582161,AZ-2011-8091357,64,658,2,161,0,63,8,5,TRUE
AZ-2011-8091357646582163,AZ-2011-8091357,64,658,2,163,0,23,8,2,FALSE
AZ-2011-80913576465821099,AZ-2011-8091357,64,658,2,1099,0.4,477,40,3,TRUE
BN-2011-5307099655462155,BN-2011-5307099,65,546,2,155,0.5,185,-93,3,FALSE
BN-2011-8574171666072817,BN-2011-8574171,66,607,2,817,0.6,47,-60,2,TRUE
AZ-2011-827950367242366,AZ-2011-8279503,67,24,2,366,0,2076,104,5,FALSE
AZ-2011-82795036724216,AZ-2011-8279503,67,24,2,16,0,309,77,6,FALSE
AZ-2011-827950367242342,AZ-2011-8279503,67,24,2,342,0,525,58,2,FALSE
BN-2011-372807968705280,BN-2011-3728079,68,705,2,80,0.2,533,0,6,TRUE
BN-2011-37280796870521192,BN-2011-3728079,68,705,2,1192,0.5,120,-41,3,FALSE
AZ-2011-1410648696072994,AZ-2011-1410648,69,607,2,994,0,18,3,2,TRUE
AZ-2011-2777408704671291,AZ-2011-2777408,70,467,1,291,0,147,0,12,FALSE
AZ-2011-2777408704671722,AZ-2011-2777408,70,467,1,722,0.1,102,35,2,FALSE
AZ-2011-2777408704671682,AZ-2011-2777408,70,467,1,682,0,47,13,1,FALSE
AZ-2011-406992571422260,AZ-2011-4069925,71,42,2,260,0,107,30,4,FALSE
AZ-2011-496083724262812,AZ-2011-496083,72,426,2,812,0.2,364,45,8,TRUE
AZ-2011-496083724262711,AZ-2011-496083,72,426,2,711,0.2,63,24,3,TRUE
AZ-2011-4960837242621622,AZ-2011-496083,72,426,2,1622,0.2,118,37,3,TRUE
AZ-2011-79036567389121423,AZ-2011-7903656,73,891,2,1423,0,1314,342,3,TRUE
AZ-2011-79036567389121288,AZ-2011-7903656,73,891,2,1288,0,705,289,5,TRUE
AZ-2011-7903656738912271,AZ-2011-7903656,73,891,2,271,0,195,35,4,TRUE
AZ-2011-79036567389121536,AZ-2011-7903656,73,891,2,1536,0,37,10,3,FALSE
AZ-2011-8074602374262222,AZ-2011-8074602,37,426,2,222,0.1,151,-5,2,TRUE
AZ-2011-69690067459721297,AZ-2011-6969006,74,597,2,1297,0,58,29,3,FALSE
AZ-2011-5822789752343252,AZ-2011-5822789,75,234,3,252,0,108,37,2,TRUE
AZ-2011-767759676397270,AZ-2011-7677596,76,397,2,70,0,117,15,7,FALSE
AZ-2011-3190941778073266,AZ-2011-3190941,77,807,3,266,0,97,37,3,FALSE
AZ-2011-31909417780731114,AZ-2011-3190941,77,807,3,1114,0,94,21,2,TRUE
AZ-2011-31909417780731734,AZ-2011-3190941,77,807,3,1734,0.1,104,27,5,FALSE
AZ-2011-31909417780731575,AZ-2011-3190941,77,807,3,1575,0,126,59,1,FALSE
AZ-2011-12786967887821316,AZ-2011-1278696,78,878,2,1316,0,28,10,2,FALSE
AZ-2011-54224087940741188,AZ-2011-5422408,79,407,4,1188,0,520,203,3,FALSE
AZ-2011-9147715809542820,AZ-2011-9147715,80,954,2,820,0.5,74,-18,2,TRUE
AZ-2011-371476481792283,AZ-2011-3714764,81,79,2,283,0,72,14,3,FALSE
AZ-2011-8295770824263430,AZ-2011-8295770,82,426,3,430,0.1,229,28,9,TRUE
AZ-2011-4612792833821541,AZ-2011-4612792,83,38,2,1541,0,195,91,4,FALSE
AZ-2011-7682838848402398,AZ-2011-7682838,84,840,2,398,0,167,7,4,TRUE
AZ-2011-7682838848402710,AZ-2011-7682838,84,840,2,710,0,273,57,2,FALSE
AZ-2011-5265250853311846,AZ-2011-5265250,85,331,1,846,0,14,4,3,TRUE
AZ-2011-62222578646831537,AZ-2011-6222257,86,468,3,1537,0,43,20,3,FALSE
AZ-2011-6222257864683729,AZ-2011-6222257,86,468,3,729,0,193,62,6,TRUE
AZ-2011-823697875351944,AZ-2011-823697,87,535,1,944,0.1,3070,1364,6,TRUE
AZ-2011-823697875351583,AZ-2011-823697,87,535,1,583,0.1,230,20,2,TRUE
AZ-2011-97008268842621182,AZ-2011-9700826,88,426,2,1182,0.1,220,49,1,FALSE
BN-2011-13997508992341293,BN-2011-1399750,89,923,4,1293,0.1,254,73,3,TRUE
BN-2011-1399750899234290,BN-2011-1399750,89,923,4,290,0.1,11,4,1,TRUE
BN-2011-13997508992341524,BN-2011-1399750,89,923,4,1524,0.1,29,-2,2,TRUE
BN-2011-1399750899234167,BN-2011-1399750,89,923,4,167,0.1,48,19,4,TRUE
BN-2011-13997508992341703,BN-2011-1399750,89,923,4,1703,0.1,24,8,2,TRUE
AZ-2011-254910905542749,AZ-2011-254910,90,554,2,749,0,83,10,2,FALSE
AZ-2011-8252363915322911,AZ-2011-8252363,91,532,2,911,0,21,7,3,TRUE
AZ-2011-82523639153221602,AZ-2011-8252363,91,532,2,1602,0.1,81,12,5,TRUE
AZ-2011-15849879238021621,AZ-2011-1584987,92,380,2,1621,0.1,178,28,4,TRUE
AZ-2011-47077119322931699,AZ-2011-4707711,93,229,3,1699,0,57,5,3,TRUE
AZ-2011-1916360946381504,AZ-2011-1916360,94,638,1,504,0,288,20,2,TRUE
AZ-2011-2169445956453848,AZ-2011-2169445,95,645,3,848,0,47,7,7,FALSE
AZ-2011-2169445956453616,AZ-2011-2169445,95,645,3,616,0,105,42,3,TRUE
AZ-2011-2169445956453141,AZ-2011-2169445,95,645,3,141,0.4,82,14,2,FALSE
AZ-2011-7024596968402292,AZ-2011-7024596,96,840,2,292,0,26,0,2,TRUE
AZ-2011-74996049773321390,AZ-2011-7499604,97,733,2,1390,0,132,9,3,TRUE
AZ-2011-74996049773321604,AZ-2011-7499604,97,733,2,1604,0,50,3,3,TRUE
BN-2011-72536206667621664,BN-2011-7253620,66,676,2,1664,0.5,747,-90,5,FALSE
AZ-2011-63144949841517,AZ-2011-6314494,98,415,1,7,0,40,16,3,TRUE
AZ-2011-63144949841511790,AZ-2011-6314494,98,415,1,1790,0,90,27,2,TRUE
AZ-2011-35561799946121394,AZ-2011-3556179,99,461,2,1394,0,770,85,7,FALSE
AZ-2011-35561799946121478,AZ-2011-3556179,99,461,2,1478,0,193,8,4,FALSE
AZ-2011-83083811002793169,AZ-2011-8308381,100,279,3,169,0,453,27,9,FALSE
AZ-2011-83083811002793976,AZ-2011-8308381,100,279,3,976,0,152,76,5,TRUE
AZ-2011-83083811002793583,AZ-2011-8308381,100,279,3,583,0.1,230,20,2,TRUE
AZ-2011-830838110027931198,AZ-2011-8308381,100,279,3,1198,0.2,246,3,2,TRUE
AZ-2011-500405110195411636,AZ-2011-5004051,101,954,1,1636,0.5,15,-9,2,TRUE
AZ-2011-50040511019541111,AZ-2011-5004051,101,954,1,111,0.5,7,-4,1,TRUE
AZ-2011-873885610298131633,AZ-2011-8738856,102,981,3,1633,0,149,36,3,FALSE
AZ-2011-950587210342111300,AZ-2011-9505872,103,421,1,1300,0,99,45,5,FALSE
BN-2011-82112281046921835,BN-2011-8211228,104,692,1,835,0.5,17,-12,3,TRUE
BN-2011-821122810469211208,BN-2011-8211228,104,692,1,1208,0.5,84,-55,1,TRUE
AZ-2011-518528510528131746,AZ-2011-5185285,105,281,3,1746,0.1,551,98,3,FALSE
BN-2011-94747831068472977,BN-2011-9474783,106,847,2,977,0,92,26,3,TRUE
AZ-2011-456522310766721697,AZ-2011-4565223,107,667,2,1697,0,93,45,5,FALSE
BN-2011-642527410853421707,BN-2011-6425274,108,534,2,1707,0.5,22,-21,3,FALSE
BN-2011-642527410853421363,BN-2011-6425274,108,534,2,1363,0.6,39,-59,4,TRUE
AZ-2011-874350910949031730,AZ-2011-8743509,109,490,3,1730,0,170,27,4,TRUE
AZ-2011-874350910949031074,AZ-2011-8743509,109,490,3,1074,0,38,3,2,FALSE
AZ-2011-874350910949031468,AZ-2011-8743509,109,490,3,1468,0,639,45,1,FALSE
BN-2011-250289511044821247,BN-2011-2502895,110,448,2,1247,0.5,8,-6,2,TRUE
AZ-2011-836987911151421273,AZ-2011-8369879,111,514,2,1273,0.1,729,-57,5,FALSE
AZ-2011-836987911151421587,AZ-2011-8369879,111,514,2,1587,0.1,51,-1,5,FALSE
AZ-2011-83698791115142424,AZ-2011-8369879,111,514,2,424,0,285,14,2,FALSE
AZ-2011-836987911151421206,AZ-2011-8369879,111,514,2,1206,0,390,16,3,FALSE
AZ-2011-54633001128422576,AZ-2011-5463300,112,842,2,576,0,110,37,2,TRUE
AZ-2011-546330011284221648,AZ-2011-5463300,112,842,2,1648,0,21,9,2,FALSE
AZ-2011-806080311393421548,AZ-2011-8060803,113,934,2,1548,0,2624,446,6,FALSE
AZ-2011-806080311393421535,AZ-2011-8060803,113,934,2,1535,0,34,8,3,FALSE
AZ-2011-806080311393421373,AZ-2011-8060803,113,934,2,1373,0,423,30,2,TRUE
BN-2011-296756273839293,BN-2011-2967562,73,839,2,93,0.6,40,-44,2,TRUE
AZ-2011-806055011467131635,AZ-2011-8060550,114,671,3,1635,0,158,69,3,FALSE
AZ-2011-806055011467131779,AZ-2011-8060550,114,671,3,1779,0,296,32,6,TRUE
AZ-2011-806055011467131485,AZ-2011-8060550,114,671,3,1485,0,123,50,3,TRUE
BN-2011-6893107966073146,BN-2011-6893107,96,607,3,146,0.4,497,-290,6,FALSE
AZ-2011-70896493934221310,AZ-2011-7089649,39,342,2,1310,0,86,33,5,FALSE
AZ-2011-765976711511431288,AZ-2011-7659767,115,114,3,1288,0.1,507,175,4,FALSE
AZ-2011-9409671959912285,AZ-2011-9409671,95,991,2,285,0,51,14,2,FALSE
AZ-2011-94096719599121266,AZ-2011-9409671,95,991,2,1266,0,32,16,3,FALSE
AZ-2011-30897351153762329,AZ-2011-3089735,115,376,2,329,0.1,1889,483,7,FALSE
AZ-2011-30897351153762444,AZ-2011-3089735,115,376,2,444,0,498,139,10,FALSE
AZ-2011-329335711628421616,AZ-2011-3293357,116,284,2,1616,0,15,1,2,TRUE
AZ-2011-32933571162842788,AZ-2011-3293357,116,284,2,788,0,47,17,2,FALSE
AZ-2011-581763811784221062,AZ-2011-5817638,117,842,2,1062,0,584,234,7,TRUE
AZ-2011-27629832948111060,AZ-2011-2762983,29,481,1,1060,0.1,538,221,7,TRUE
AZ-2011-27629832948111650,AZ-2011-2762983,29,481,1,1650,0,119,38,9,FALSE
AZ-2011-2762983294811770,AZ-2011-2762983,29,481,1,770,0,48,6,2,FALSE
AZ-2011-2762983294811725,AZ-2011-2762983,29,481,1,725,0.1,413,184,8,FALSE
AZ-2011-27629832948111372,AZ-2011-2762983,29,481,1,1372,0.1,80,1,3,TRUE
AZ-2011-70724171181942438,AZ-2011-7072417,118,194,2,438,0,53,2,4,TRUE
AZ-2011-7072417118194258,AZ-2011-7072417,118,194,2,58,0,81,19,3,TRUE
BN-2011-54431201197381275,BN-2011-5443120,119,738,1,275,0.5,205,-127,8,TRUE
BN-2011-54431201197381385,BN-2011-5443120,119,738,1,385,0.5,17,-5,2,FALSE
AZ-2011-1077161203802215,AZ-2011-107716,120,380,2,215,0,294,109,7,TRUE
AZ-2011-3885003121468173,AZ-2011-3885003,121,468,1,73,0,257,74,5,FALSE
AZ-2011-38850031214681258,AZ-2011-3885003,121,468,1,258,0,44,8,2,FALSE
AZ-2011-38850031214681845,AZ-2011-3885003,121,468,1,845,0,64,25,9,FALSE
AZ-2011-38850031214681408,AZ-2011-3885003,121,468,1,408,0,785,86,3,FALSE
AZ-2011-38850031214681473,AZ-2011-3885003,121,468,1,473,0,306,9,2,TRUE
AZ-2011-417350512277111270,AZ-2011-4173505,122,771,1,1270,0.2,66,19,1,FALSE
AZ-2011-41735051227711281,AZ-2011-4173505,122,771,1,281,0,54,4,3,TRUE
AZ-2011-41735051227711284,AZ-2011-4173505,122,771,1,284,0,97,39,4,TRUE
AZ-2011-41735051227711160,AZ-2011-4173505,122,771,1,160,0,21,5,2,TRUE
AZ-2011-41735051227711436,AZ-2011-4173505,122,771,1,436,0,24,1,2,FALSE
BN-2011-617841012383331213,BN-2011-6178410,123,833,3,1213,0.5,73,-12,2,TRUE
AZ-2011-1225981244783583,AZ-2011-122598,124,478,3,583,0.1,576,51,5,FALSE
AZ-2011-15461531258802283,AZ-2011-1546153,125,880,2,283,0,169,32,7,FALSE
AZ-2011-154615312588021325,AZ-2011-1546153,125,880,2,1325,0,625,6,2,TRUE
AZ-2011-23188912322011639,AZ-2011-231889,123,220,1,1639,0,36,12,2,FALSE
BN-2011-76467351266782676,BN-2011-7646735,126,678,2,676,0.5,17,-7,2,FALSE
AZ-2011-33041861275571302,AZ-2011-3304186,127,557,1,302,0,57,14,3,TRUE
AZ-2011-33041861275571436,AZ-2011-3304186,127,557,1,436,0,24,1,2,FALSE
AZ-2011-3304186127557172,AZ-2011-3304186,127,557,1,72,0,39,18,2,TRUE
AZ-2011-330418612755711478,AZ-2011-3304186,127,557,1,1478,0,242,10,5,TRUE
AZ-2011-33041861275571595,AZ-2011-3304186,127,557,1,595,0.4,475,-238,4,FALSE
AZ-2011-330418612755711362,AZ-2011-3304186,127,557,1,1362,0.4,58,-37,4,TRUE
AZ-2011-330418612755711175,AZ-2011-3304186,127,557,1,1175,0,312,12,12,FALSE
AZ-2011-9598217128433217,AZ-2011-9598217,128,433,2,17,0,31,1,5,TRUE
AZ-2011-959821712843321266,AZ-2011-9598217,128,433,2,1266,0,65,32,6,TRUE
AZ-2011-95982171284332712,AZ-2011-9598217,128,433,2,712,0.1,48,7,2,FALSE
AZ-2011-9598217128433257,AZ-2011-9598217,128,433,2,57,0,81,24,5,TRUE
BN-2011-16779898818121355,BN-2011-1677989,88,181,2,1355,0.2,2017,0,9,TRUE
AZ-2011-3328011291102308,AZ-2011-332801,129,110,2,308,0,83,12,3,TRUE
AZ-2011-4613853130741161,AZ-2011-4613853,130,74,1,161,0,13,2,1,TRUE
AZ-2011-655714713143121731,AZ-2011-6557147,131,431,2,1731,0.1,360,32,3,TRUE
AZ-2011-8044861329252258,AZ-2011-804486,132,925,2,258,0,66,12,3,FALSE
AZ-2011-80448613292521599,AZ-2011-804486,132,925,2,1599,0,26,12,3,TRUE
AZ-2011-8044861329252548,AZ-2011-804486,132,925,2,548,0,186,89,4,TRUE
AZ-2011-8044861329252481,AZ-2011-804486,132,925,2,481,0,693,229,5,TRUE
BN-2011-57518681335462141,BN-2011-5751868,133,546,2,141,0.5,238,0,7,FALSE
AZ-2011-25257813482021786,AZ-2011-252578,134,820,2,1786,0,39,10,6,TRUE
AZ-2011-25257813482021473,AZ-2011-252578,134,820,2,1473,0.1,444,89,4,FALSE
AZ-2011-6433231352512902,AZ-2011-643323,135,251,2,902,0,18,3,2,FALSE
AZ-2011-6433231352512475,AZ-2011-643323,135,251,2,475,0.2,645,76,5,TRUE
BN-2011-200215013671721533,BN-2011-2002150,136,717,2,1533,0.5,39,-19,3,FALSE
AZ-2011-13625911374782746,AZ-2011-1362591,137,478,2,746,0,176,65,4,TRUE
AZ-2011-56903801389012713,AZ-2011-5690380,138,901,2,713,0,159,65,6,TRUE
BN-2011-529062713962221236,BN-2011-5290627,139,622,2,1236,0.6,45,-34,2,FALSE
BN-2011-78849931023441214,BN-2011-7884993,10,234,4,1214,0.2,684,-24,11,TRUE
AZ-2011-50983751407902999,AZ-2011-5098375,140,790,2,999,0,719,21,5,TRUE
